file_path,audio,video,audiovisual,gt,wer_audio,cer_audio,bleu_audio,wer_video,cer_video,bleu_video,wer_audiovisual,cer_audiovisual,bleu_audiovisual
/media/NAS/DATASET/1mDFDC/train/id00012/aE4Om0EEiuk/00120/real.mp4,AN AGENT AND A T F AGENT SO IT WAS A LITTLE MORE PROFESSIONAL IN A WAY LIKE BEFORE YOU KNOW YOU KIND OF MORE GROWN UP CHARACTERS ALSO GAY SO THAT WAS DIFFERENT TO PLAY FOR ME SO THERE'S SOME REALLY INTERESTING THINGS IN THAT FOR THAT CHARACTER THAT KIND OF PUSH SOME DIFFERENT BOUNDARIES FOR ME AND TRY AND SOME DIFFERENT,AN AGENT AND A C F AGENT SO IT WAS A LITTLE MORE PROFESSIONAL IN A WAY LIKE BEFORE AND KIND OF BEING A LITTLE MORE GROWN UP AND THERE IS ALSO GAY SO THAT WAS DIFFERENT IN PLAY FOR ME AND SO THERE'S SOME REALLY INTERESTING THINGS IN THAT FOR THAT CHARACTER THAT ACTUALLY KIND OF PUSHED SOME DIFFERENT BOUNDARIES FOR ME AND TRIED SOME DIFFERENT,AN AGENT AND A T F AGENT SO IT WAS A LITTLE MORE PROFESSIONAL IN A WAY LIKE BEFORE YOU KNOW YOU KIND OF MORE GROWN UP CHARACTERS ALSO GAY SO THAT WAS DIFFERENT TO PLAY FOR ME SO THERE'S SOME REALLY INTERESTING THINGS IN THAT FOR THAT CHARACTER THAT KIND OF PUSHED SOME DIFFERENT BOUNDARIES FOR ME AND TRY AND SOME DIFFERENT,"an agent, an ATF agent, so it was a little more professional in a way, like before, you know, kind of playing a little more grown up. The character's also gay, so that was different to play for me, so there's some really interesting things in that, for that character that, yeah, just kind of pushed some different boundaries for me in trying some different...",0.23076923076923078,0.125,0.6698927864081956,0.24615384615384617,0.1308139534883721,0.6017278359340436,0.2153846153846154,0.11918604651162791,0.7079673897982764
/media/NAS/DATASET/1mDFDC/train/id00012/aE4Om0EEiuk/00117/real.mp4,YEAH I MEAN ANY SHOW YOU KNOW WHEN YOU'RE WORKING TOGETHER FOR THOSE MANY HOURS AND THAT MUCH TIME YOU CAN'T HELP BUT YOU KNOW BECOME FRIENDS WITH PEOPLE,YEAH I MEAN ANY SHOW YOU KNOW WHEN YOU WORK TOGETHER FOR THOSE MANY HOURS AND THAT MUCH TIME YOU CAN'T HELP BUT YOU KNOW BECOME FRIENDS WITH PEOPLE,YEAH I MEAN ANY SHOW YOU KNOW WHEN YOU'RE WORKING TOGETHER FOR THOSE MANY HOURS AND THAT MUCH TIME YOU CAN'T HELP BUT YOU KNOW BECOME FRIENDS WITH PEOPLE,"Yeah, I mean any show, you know, when you're working together for those many hours and that much time, you can't help but, you know, become friends with people.",0.0,0.0,1.0,0.06896551724137931,0.033112582781456956,0.8696398662122882,0.0,0.0,1.0
/media/NAS/DATASET/1mDFDC/train/id00012/aE4Om0EEiuk/00123/real.mp4,VANDERBORT HERE I THINK THIS WEEKEND SO YEAH JUST CATCHING UP WITH SOME OLD FRIENDS AND CHECKING OUT SOME WRESTLING AND I'M A BIT OF A COMIC BOOK FAN MYSELF SO PROBABLY SPEND MORE MONEY THAN I SHOULD ON SOME COMIC BOOKS BUT,YOU KNOW INVITED FOR HERE I THINK THIS WEEKEND SO YEAH JUST CATCHING UP WITH SOME OLD FRIENDS AND CHECKING OUT SOME WRESTLING AND I'M A BIT OF A COMIC BOOK FAN MYSELF SO PROBABLY SPEND MORE MONEY THAN I SHOULD ON SOME COMIC BOOKS BUT,AND LAURA VANDA BORDER HERE I THINK THIS WEEKEND SO YEAH JUST CATCHING UP WITH SOME OLD FRIENDS AND CHECKING OUT SOME WRESTLING AND I'M A BIT OF A COMIC BOOK FAN MYSELF SO PROBABLY SPEND MORE MONEY THAN I SHOULD ON SOME COMIC BOOKS BUT,"Laura Vandervoorde here I think this weekend so yeah just catching up with some old friends and checking out some wrestling and I'm a bit Of a comic book fan myself, so I'll probably spend more money than I should on some comic books, but",0.06666666666666667,0.05982905982905983,0.8958982802479432,0.1111111111111111,0.08974358974358974,0.8752376177722327,0.08888888888888889,0.05555555555555555,0.8804014855525742
/media/NAS/DATASET/1mDFDC/train/id00012/aE4Om0EEiuk/00116/real.mp4,IT MUST HAVE BEEN REALLY WELL YEAH IT WAS A LOT OF FUN FRIENDLY PEOPLE AND IT'S JUST NICE TO GET A CHANCE TO HANG OUT WITH PEOPLE THAT WATCH YOUR,MUST HAVE BEEN THE MOST GONE FAIRLY WELL IT WAS A LOT OF FUN FRIENDLY PEOPLE AND IT'S JUST NICE TO GET A CHANCE TO HANG OUT WITH PEOPLE THAT WATCH,IT MUST HAVE BEEN REALLY WELL YEAH IT WAS A LOT OF FUN FRIENDLY PEOPLE AND IT'S JUST NICE TO GET A CHANCE TO HANG OUT WITH PEOPLE THAT WATCH YOUR T,"It must have gone fairly well. It was a lot of fun, friendly people, and it's just nice to get a chance to hang out with people that watch your TV.",0.12903225806451613,0.11267605633802817,0.8179966936311643,0.1935483870967742,0.176056338028169,0.8540983243182864,0.12903225806451613,0.09859154929577464,0.7911403980746479
/media/NAS/DATASET/1mDFDC/train/id00012/aE4Om0EEiuk/00122/real.mp4,THING LIKE LAST YEAR IT'S GOING TO BE AMAZING BECAUSE I KNOW THERE'S A BUNCH OF WRESTLING THAT'S GOING ON IN IT GET REALLY LOUD AND REALLY ROWDY WHICH IS A LOT OF FUN AND YEAH DEFINITELY GOING TO BE BUMPING INTO A FEW OF MY SMALL BILL CAST MATES JAMES,LIKE LAST YEAR IT'S GOING TO BE AMAZING BECAUSE I KNOW THERE'S A BUNCH OF WRESTLING THAT'S GOING ON AND THEY GET REALLY LOUD AND REALLY ROWDY WHICH IS A LOT OF FUN AND YEAH DEFINITELY GOING TO BE BUMPING INTO A FEW OF MY SMALL BILL CAST MATES JAMES,THING LIKE LAST YEAR IT'S GOING TO BE AMAZING BECAUSE I KNOW THERE'S A BUNCH OF WRESTLING THAT'S GOING ON AND THEY GET REALLY LOUD AND REALLY ROWDY WHICH IS A LOT OF FUN AND YEAH DEFINITELY GOING TO BE BUMPING INTO A FEW OF MY SMALLVILLE CASTMATES JAMES,like last year it's gonna be amazing because I know there's a bunch of wrestling that's going on and they get really loud and really rowdy which is a lot of fun and yeah I'm definitely gonna be bumping into a few of my Smallville castmates James,0.2553191489361702,0.12033195020746888,0.6485060071068787,0.19148936170212766,0.07053941908713693,0.7378135238412401,0.1276595744680851,0.07883817427385892,0.812316127112615
/media/NAS/DATASET/1mDFDC/train/id00012/aE4Om0EEiuk/00121/real.mp4,I THINK SO WHERE YOU HAVE TO PUT YOURSELF IN DIFFERENT OTHER PEOPLE'S CIRCUMSTANCES THAT WOULD NOT BE YOUR OWN SO I THINK YOU KIND OF FIGURE THINGS OUT ABOUT OTHER PEOPLE AS WELL JUST LIKE HOW OTHER PEOPLE LIVE OR EXPERIENCE THINGS SO AND THEN IN DOING SO YOU KIND OF YOU KNOW THAT SORT OF SEEPS INTO WHO YOU ARE YOUR EXPERIENCE AS WELL SO YEAH YEAH DEFINITELY,I THINK SO OR YOU HAVE TO PUT YOURSELF IN DIFFERENT OTHER PEOPLE'S CIRCUMSTANCES THAT WOULD NOT BE YOUR OWN SO I THINK YOU KIND OF FIGURE THINGS OUT ABOUT OTHER PEOPLE AS WELL JUST LIKE HOW OTHER PEOPLE LIVE OR EXPERIENCE THINGS AND THEN IN DOING SO YOU KIND OF YOU KNOW THAT SORT OF SLIPS INTO WHO YOU ARE YOUR EXPERIENCE AS WELL SO YEAH,I THINK SO WHERE YOU HAVE TO PUT YOURSELF IN DIFFERENT OTHER PEOPLE'S CIRCUMSTANCES THAT WOULD NOT BE YOUR OWN SO I THINK YOU KIND OF FIGURE THINGS OUT ABOUT OTHER PEOPLE AS WELL JUST LIKE HOW OTHER PEOPLE WOULD LIVE OR EXPERIENCE THINGS SO AND THEN IN DOING SO YOU KIND OF YOU KNOW THAT SORT OF SEEPS INTO WHO YOU ARE YOUR EXPERIENCE AS WELL SO YEAH YEAH DEF,"I think so. You have to put yourself in different other people's circumstances that would not be your own. So I think you kind of figure things out about other people as well, just like how other people live or experience things. And then in doing so, that sort of seeps into who you are, your experience as well.",0.1864406779661017,0.17704918032786884,0.7745408122611859,0.15254237288135594,0.11147540983606558,0.7946970713704883,0.2033898305084746,0.1737704918032787,0.7400946526891151
/media/NAS/DATASET/1mDFDC/train/id00012/aE4Om0EEiuk/00119/real.mp4,PROBABLY IN THE SPRING I GUESS YOU KNOW THAT'S ALWAYS A BIT OF A GAP BUT KIND OF SAD BITTERSWEET FOR IT TO COME TO AN END BUT THEY ALL,PROBABLY THE SPRING I GUESS SO IT'S ALWAYS A BIT OF A GAP BUT YOU KNOW IT'S KIND OF SAD BITTERSWEET FOR US TO COME TO AN END BUT THEY ALL,PROBABLY IN THE SPRING I GUESS YOU KNOW THAT'S ALWAYS A BIT OF A GAP BUT KIND OF SAD BITTERSWEET FOR IT TO COME TO AN END BUT THEY ALL,"Probably in the spring I guess, you know, there's always a bit of a gap, but it was kind of sad, bittersweet for it to come to an end, but they all...",0.09375,0.07092198581560284,0.7972032616648247,0.25,0.1773049645390071,0.5966255229429879,0.09375,0.07092198581560284,0.7972032616648247
/media/NAS/DATASET/1mDFDC/train/id00012/aE4Om0EEiuk/00115/real.mp4,V SO I IN THE SUMMERTIME SO I LIKE HAD A GREAT TIME SUPER FRIENDLY PEOPLE BUT LAST YEAR COMIC CON WAS AMAZING I'M BACK,SO HIGH IN THE SUMMERTIME SO I HAD A GREAT TIME SUPER FRIENDLY PEOPLE BUT LAST YEAR COMIC CON WAS AMAZING I'M BACK,SO I IN THE SUMMERTIME SO I LIKE HAD A GREAT TIME SUPER FRIENDLY PEOPLE BUT LAST YEAR COMIC CON WAS AMAZING I'M BACK,"So I in the summertime, so I'd like had a great time super friendly people, but last year comic -con was amazing. I'm back",0.08333333333333333,0.02586206896551724,0.8466657105524215,0.125,0.07758620689655173,0.7800523587757331,0.041666666666666664,0.008620689655172414,0.8843865924896842
/media/NAS/DATASET/1mDFDC/train/id00012/aE4Om0EEiuk/00118/real.mp4,IT'S WHAT'S REALLY NEAT IS EVEN WHEN THE SHOWS ARE OVER AT CONS LIKE THIS YOU HAD TO BUMP INTO PEOPLE THAT YOU MAY HAVE NOT SEEN FOR A WHILE OR WHATEVER SO IT'S,IT'S WHAT'S REALLY NICE IF WHEN THE SHOWS ARE OVER AT CONTENT THAT'S LIKE THE BUMP IN THE PEOPLE THAT YOU MAY HAVE NOT SEEN FOR A WHILE OR WHATEVER SO TO SEE,IT'S WHAT'S REALLY NEAT IS EVEN WHEN THE SHOWS ARE OVER AT CONS LIKE THIS YOU HAVE TO BUMP INTO PEOPLE THAT YOU MAY HAVE NOT SEEN FOR A WHILE OR WHATEVER SO IT'S,"And what's really neat is even when the shows are over, at cons like this you get to bump into people that you may have not seen for a while or whatever.",0.125,0.08666666666666667,0.828399516355805,0.46875,0.2733333333333333,0.5085513284128098,0.125,0.09333333333333334,0.828399516355805
/media/NAS/DATASET/1mDFDC/train/id00012/IYaT706uSpQ/00052/real.mp4,A HOLIDAY BREAK WATCHING A BUNCH OF CRIME DOCUMENTARIES ON NETFLIX YOU KNOW MAKING A,HOLIDAY BREAK WATCHING A BUNCH OF CRIME DOCUMENTARIES ON NETFLIX YOU KNOW MAKING A,A HOLIDAY BREAK WATCHING A BUNCH OF CRIME DOCUMENTARIES ON NETFLIX YOU KNOW MAKING A,holiday break watching a bunch of crime documentaries on Netflix you know making a,0.07142857142857142,0.024390243902439025,0.9253911813809743,0.0,0.0,1.0,0.07142857142857142,0.024390243902439025,0.9253911813809743
